,sex,level,level_value,error_type,error_value,p_value,model,model_type,significance
786,1,mood,Frustrated,valence,0.05105105105105105,,llama8,llm,
787,1,mood,Frustrated,salience,0.0,,llama8,llm,
788,0,mood,Caring,valence,0.2010204081632653,,llama8,llm,
789,0,mood,Caring,salience,0.0,,llama8,llm,
790,1,mood,Caring,valence,0.16973415132924335,,llama8,llm,
791,1,mood,Caring,salience,0.0,,llama8,llm,
792,0,mood,Nervous,valence,0.25281473899692936,,llama8,llm,
793,0,mood,Nervous,salience,0.0,,llama8,llm,
794,1,mood,Nervous,valence,0.1622983870967742,,llama8,llm,
795,1,mood,Nervous,salience,0.0,,llama8,llm,
796,0,mood,Furious,valence,0.08770161290322581,,llama8,llm,
797,0,mood,Furious,salience,0.0,,llama8,llm,
798,1,mood,Furious,valence,0.03546099290780142,,llama8,llm,
799,1,mood,Furious,salience,0.0,,llama8,llm,
800,0,mood,Stressed,valence,0.12564366632337795,,llama8,llm,
801,0,mood,Stressed,salience,0.0,,llama8,llm,
802,1,mood,Stressed,valence,0.08915906788247213,,llama8,llm,
803,1,mood,Stressed,salience,0.0,,llama8,llm,
804,0,mood,Anxious,valence,0.17346938775510204,,llama8,llm,
805,0,mood,Anxious,salience,0.0,,llama8,llm,
806,1,mood,Anxious,valence,0.10789210789210789,,llama8,llm,
807,1,mood,Anxious,salience,0.0,,llama8,llm,
808,0,mood,Worried,valence,0.15261044176706828,,llama8,llm,
809,0,mood,Worried,salience,0.0,,llama8,llm,
810,1,mood,Worried,valence,0.12740141557128412,,llama8,llm,
811,1,mood,Worried,salience,0.0,,llama8,llm,
812,0,mood,Happy,valence,0.12307692307692308,,llama8,llm,
813,0,mood,Happy,salience,0.0,,llama8,llm,
814,1,mood,Happy,valence,0.09164149043303121,,llama8,llm,
815,1,mood,Happy,salience,0.0,,llama8,llm,
816,0,mood,Annoyed,valence,0.0823293172690763,,llama8,llm,
817,0,mood,Annoyed,salience,0.0,,llama8,llm,
818,1,mood,Annoyed,valence,0.06243705941591138,,llama8,llm,
819,1,mood,Annoyed,salience,0.0,,llama8,llm,
820,0,mood,Excited,valence,0.15580448065173116,,llama8,llm,
821,0,mood,Excited,salience,0.0,,llama8,llm,
822,1,mood,Excited,valence,0.115,,llama8,llm,
823,1,mood,Excited,salience,0.0,,llama8,llm,
824,0,mood,Angry,valence,0.05527123848515865,,llama8,llm,
825,0,mood,Angry,salience,0.0,,llama8,llm,
826,1,mood,Angry,valence,0.030395136778115502,,llama8,llm,
827,1,mood,Angry,salience,0.0,,llama8,llm,
828,0,sentiment,positive,valence,0.18819870145267137,0.0,siebert,ml,True
829,0,sentiment,positive,salience,0.0,,siebert,ml,
830,1,sentiment,positive,valence,0.13426077992430177,0.0,siebert,ml,True
831,1,sentiment,positive,salience,0.0,,siebert,ml,
832,0,sentiment,negative,valence,0.3140956321406742,0.0,siebert,ml,True
833,0,sentiment,negative,salience,0.0,,siebert,ml,
834,1,sentiment,negative,valence,0.25365670930518647,0.0,siebert,ml,True
835,1,sentiment,negative,salience,0.0,,siebert,ml,
836,0,emotion,Sadness,valence,0.3441633487427518,0.0,siebert,ml,True
837,0,emotion,Sadness,salience,0.0,,siebert,ml,
838,1,emotion,Sadness,valence,0.2828028222339827,0.0,siebert,ml,True
839,1,emotion,Sadness,salience,0.0,,siebert,ml,
840,0,emotion,Affection,valence,0.19943537968323843,2.7835377088064395e-227,siebert,ml,True
841,0,emotion,Affection,salience,0.0,,siebert,ml,
842,1,emotion,Affection,valence,0.14775206217192718,2.7835377088064395e-227,siebert,ml,True
843,1,emotion,Affection,salience,0.0,,siebert,ml,
844,0,emotion,Fear,valence,0.29703171278568724,4.364650538552822e-230,siebert,ml,True
845,0,emotion,Fear,salience,0.0,,siebert,ml,
846,1,emotion,Fear,valence,0.24633187879890683,4.364650538552822e-230,siebert,ml,True
847,1,emotion,Fear,salience,0.0,,siebert,ml,
848,0,emotion,Anger,valence,0.19519574432715486,8.531011658488083e-48,siebert,ml,True
849,0,emotion,Anger,salience,0.0,,siebert,ml,
850,1,emotion,Anger,valence,0.16815424610051993,8.531011658488083e-48,siebert,ml,True
851,1,emotion,Anger,salience,0.0,,siebert,ml,
852,0,emotion,Happiness,valence,0.1580111065405183,9.6321096035524e-98,siebert,ml,True
853,0,emotion,Happiness,salience,0.0,,siebert,ml,
854,1,emotion,Happiness,valence,0.11460286320912849,9.6321096035524e-98,siebert,ml,True
855,1,emotion,Happiness,salience,0.0,,siebert,ml,
856,0,mood,Sad,valence,0.29241469173200285,8.988662670248433e-224,siebert,ml,True
857,0,mood,Sad,salience,0.0,,siebert,ml,
858,1,mood,Sad,valence,0.251134367900835,8.988662670248433e-224,siebert,ml,True
859,1,mood,Sad,salience,0.0,,siebert,ml,
860,0,mood,Supportive,valence,0.22980421662114198,3.4243662913760284e-121,siebert,ml,True
861,0,mood,Supportive,salience,0.0,,siebert,ml,
862,1,mood,Supportive,valence,0.17526833784849627,3.4243662913760284e-121,siebert,ml,True
863,1,mood,Supportive,salience,0.0,,siebert,ml,
864,0,mood,Loving,valence,0.1260036047845322,4.228356332762183e-19,siebert,ml,True
865,0,mood,Loving,salience,0.0,,siebert,ml,
866,1,mood,Loving,valence,0.10251105316857499,4.228356332762183e-19,siebert,ml,True
867,1,mood,Loving,salience,0.0,,siebert,ml,
868,0,mood,Afraid,valence,0.25171831913404946,9.225441194256687e-50,siebert,ml,True
869,0,mood,Afraid,salience,0.0,,siebert,ml,
870,1,mood,Afraid,valence,0.20519633894301742,9.225441194256687e-50,siebert,ml,True
871,1,mood,Afraid,salience,0.0,,siebert,ml,
872,0,mood,Lonely,valence,0.42173622704507513,9.894497389867772e-262,siebert,ml,True
873,0,mood,Lonely,salience,0.0,,siebert,ml,
874,1,mood,Lonely,valence,0.3559818553274005,9.894497389867772e-262,siebert,ml,True
875,1,mood,Lonely,salience,0.0,,siebert,ml,
876,0,mood,Frustrated,valence,0.2043682458620218,1.2315716966582329e-05,siebert,ml,True
877,0,mood,Frustrated,salience,0.0,,siebert,ml,
878,1,mood,Frustrated,valence,0.19042456060260216,1.2315716966582329e-05,siebert,ml,True
879,1,mood,Frustrated,salience,0.0,,siebert,ml,
880,0,mood,Caring,valence,0.19605152027027026,1.8700966458109605e-40,siebert,ml,True
881,0,mood,Caring,salience,0.0,,siebert,ml,
882,1,mood,Caring,valence,0.14739324517813526,1.8700966458109605e-40,siebert,ml,True
883,1,mood,Caring,salience,0.0,,siebert,ml,
884,0,mood,Nervous,valence,0.36918138041733545,3.467748560381148e-26,siebert,ml,True
885,0,mood,Nervous,salience,0.0,,siebert,ml,
886,1,mood,Nervous,valence,0.32380481778875847,3.467748560381148e-26,siebert,ml,True
887,1,mood,Nervous,salience,0.0,,siebert,ml,
888,0,mood,Furious,valence,0.24033740400352513,3.13170021690566e-83,siebert,ml,True
889,0,mood,Furious,salience,0.0,,siebert,ml,
890,1,mood,Furious,valence,0.13681302704274498,3.13170021690566e-83,siebert,ml,True
891,1,mood,Furious,salience,0.0,,siebert,ml,
892,0,mood,Stressed,valence,0.2614063719577095,3.1646670450986223e-24,siebert,ml,True
893,0,mood,Stressed,salience,0.0,,siebert,ml,
894,1,mood,Stressed,valence,0.2203683365717665,3.1646670450986223e-24,siebert,ml,True
895,1,mood,Stressed,salience,0.0,,siebert,ml,
896,0,mood,Anxious,valence,0.29837493717540625,2.054589359332282e-87,siebert,ml,True
897,0,mood,Anxious,salience,0.0,,siebert,ml,
898,1,mood,Anxious,valence,0.2451317075058284,2.054589359332282e-87,siebert,ml,True
899,1,mood,Anxious,salience,0.0,,siebert,ml,
900,0,mood,Worried,valence,0.3147450839758532,5.277576023870247e-28,siebert,ml,True
901,0,mood,Worried,salience,0.0,,siebert,ml,
902,1,mood,Worried,valence,0.26791824105203654,5.277576023870247e-28,siebert,ml,True
903,1,mood,Worried,salience,0.0,,siebert,ml,
904,0,mood,Happy,valence,0.142353770260747,7.179009686806964e-36,siebert,ml,True
905,0,mood,Happy,salience,0.0,,siebert,ml,
906,1,mood,Happy,valence,0.11179157502960582,7.179009686806964e-36,siebert,ml,True
907,1,mood,Happy,salience,0.0,,siebert,ml,
908,0,mood,Annoyed,valence,0.17705844014772973,0.02758219597120267,siebert,ml,False
909,0,mood,Annoyed,salience,0.0,,siebert,ml,
910,1,mood,Annoyed,valence,0.16980854815685617,0.02758219597120267,siebert,ml,False
911,1,mood,Annoyed,salience,0.0,,siebert,ml,
912,0,mood,Excited,valence,0.18795866407069042,4.597988395529948e-63,siebert,ml,True
913,0,mood,Excited,salience,0.0,,siebert,ml,
914,1,mood,Excited,valence,0.12235755284894302,4.597988395529948e-63,siebert,ml,True
915,1,mood,Excited,salience,0.0,,siebert,ml,
916,0,mood,Angry,valence,0.17617322436599545,2.393469095331375e-25,siebert,ml,True
917,0,mood,Angry,salience,0.0,,siebert,ml,
918,1,mood,Angry,valence,0.13476913036384403,2.393469095331375e-25,siebert,ml,True
919,1,mood,Angry,salience,0.0,,siebert,ml,
920,0,sentiment,positive,valence,0.20191451469278718,,mistral,llm,
921,0,sentiment,positive,salience,0.0,,mistral,llm,
922,1,sentiment,positive,valence,0.16868774361195324,,mistral,llm,
923,1,sentiment,positive,salience,0.0,,mistral,llm,
924,0,sentiment,negative,valence,0.10429146616910537,,mistral,llm,
925,0,sentiment,negative,salience,0.0,,mistral,llm,
926,1,sentiment,negative,valence,0.07349031522977592,,mistral,llm,
927,1,sentiment,negative,salience,0.0,,mistral,llm,
928,0,emotion,Sadness,valence,0.14964249233912155,,mistral,llm,
929,0,emotion,Sadness,salience,0.0,,mistral,llm,
930,1,emotion,Sadness,valence,0.10187007874015748,,mistral,llm,
931,1,emotion,Sadness,salience,0.0,,mistral,llm,
932,0,emotion,Affection,valence,0.22928075940124132,,mistral,llm,
933,0,emotion,Affection,salience,0.0,,mistral,llm,
934,1,emotion,Affection,valence,0.20193687230989957,,mistral,llm,
935,1,emotion,Affection,salience,0.0,,mistral,llm,
936,0,emotion,Fear,valence,0.12294353045798133,,mistral,llm,
937,0,emotion,Fear,salience,0.0,,mistral,llm,
938,1,emotion,Fear,valence,0.09192439862542956,,mistral,llm,
939,1,emotion,Fear,salience,0.0,,mistral,llm,
940,0,emotion,Anger,valence,0.05795546015562114,,mistral,llm,
941,0,emotion,Anger,salience,0.0,,mistral,llm,
942,1,emotion,Anger,valence,0.036160249739854315,,mistral,llm,
943,1,emotion,Anger,salience,0.0,,mistral,llm,
944,0,emotion,Happiness,valence,0.15915573302909297,,mistral,llm,
945,0,emotion,Happiness,salience,0.0,,mistral,llm,
946,1,emotion,Happiness,valence,0.1180327868852459,,mistral,llm,
947,1,emotion,Happiness,salience,0.0,,mistral,llm,
948,0,mood,Sad,valence,0.11275964391691394,,mistral,llm,
949,0,mood,Sad,salience,0.0,,mistral,llm,
950,1,mood,Sad,valence,0.06046511627906977,,mistral,llm,
951,1,mood,Sad,salience,0.0,,mistral,llm,
952,0,mood,Supportive,valence,0.2510775862068966,,mistral,llm,
953,0,mood,Supportive,salience,0.0,,mistral,llm,
954,1,mood,Supportive,valence,0.22952586206896552,,mistral,llm,
955,1,mood,Supportive,salience,0.0,,mistral,llm,
956,0,mood,Loving,valence,0.20765027322404372,,mistral,llm,
957,0,mood,Loving,salience,0.0,,mistral,llm,
958,1,mood,Loving,valence,0.15756302521008403,,mistral,llm,
959,1,mood,Loving,salience,0.0,,mistral,llm,
960,0,mood,Afraid,valence,0.0851063829787234,,mistral,llm,
961,0,mood,Afraid,salience,0.0,,mistral,llm,
962,1,mood,Afraid,valence,0.04911180773249739,,mistral,llm,
963,1,mood,Afraid,salience,0.0,,mistral,llm,
964,0,mood,Lonely,valence,0.1890179514255544,,mistral,llm,
965,0,mood,Lonely,salience,0.0,,mistral,llm,
966,1,mood,Lonely,valence,0.148380355276907,,mistral,llm,
967,1,mood,Lonely,salience,0.0,,mistral,llm,
968,0,mood,Frustrated,valence,0.06256742179072276,,mistral,llm,
969,0,mood,Frustrated,salience,0.0,,mistral,llm,
970,1,mood,Frustrated,valence,0.04361370716510903,,mistral,llm,
971,1,mood,Frustrated,salience,0.0,,mistral,llm,
972,0,mood,Caring,valence,0.22879464285714285,,mistral,llm,
973,0,mood,Caring,salience,0.0,,mistral,llm,
974,1,mood,Caring,valence,0.22026431718061673,,mistral,llm,
975,1,mood,Caring,salience,0.0,,mistral,llm,
976,0,mood,Nervous,valence,0.19470046082949308,,mistral,llm,
977,0,mood,Nervous,salience,0.0,,mistral,llm,
978,1,mood,Nervous,valence,0.14917127071823205,,mistral,llm,
979,1,mood,Nervous,salience,0.0,,mistral,llm,
980,0,mood,Furious,valence,0.05638297872340425,,mistral,llm,
981,0,mood,Furious,salience,0.0,,mistral,llm,
982,1,mood,Furious,valence,0.02877697841726619,,mistral,llm,
983,1,mood,Furious,salience,0.0,,mistral,llm,
984,0,mood,Stressed,valence,0.0907103825136612,,mistral,llm,
985,0,mood,Stressed,salience,0.0,,mistral,llm,
986,1,mood,Stressed,valence,0.06652360515021459,,mistral,llm,
987,1,mood,Stressed,salience,0.0,,mistral,llm,
988,0,mood,Anxious,valence,0.13692480359147025,,mistral,llm,
989,0,mood,Anxious,salience,0.0,,mistral,llm,
990,1,mood,Anxious,valence,0.09513742071881606,,mistral,llm,
991,1,mood,Anxious,salience,0.0,,mistral,llm,
992,0,mood,Worried,valence,0.11199095022624435,,mistral,llm,
993,0,mood,Worried,salience,0.0,,mistral,llm,
994,1,mood,Worried,valence,0.10262008733624454,,mistral,llm,
995,1,mood,Worried,salience,0.0,,mistral,llm,
996,0,mood,Happy,valence,0.14940021810250817,,mistral,llm,
997,0,mood,Happy,salience,0.0,,mistral,llm,
998,1,mood,Happy,valence,0.09883103081827843,,mistral,llm,
999,1,mood,Happy,salience,0.0,,mistral,llm,
1000,0,mood,Annoyed,valence,0.0718232044198895,,mistral,llm,
1001,0,mood,Annoyed,salience,0.0,,mistral,llm,
1002,1,mood,Annoyed,valence,0.04792332268370607,,mistral,llm,
1003,1,mood,Annoyed,salience,0.0,,mistral,llm,
1004,0,mood,Excited,valence,0.16985645933014354,,mistral,llm,
1005,0,mood,Excited,salience,0.0,,mistral,llm,
1006,1,mood,Excited,valence,0.13835770528683913,,mistral,llm,
1007,1,mood,Excited,salience,0.0,,mistral,llm,
1008,0,mood,Angry,valence,0.041884816753926704,,mistral,llm,
1009,0,mood,Angry,salience,0.0,,mistral,llm,
1010,1,mood,Angry,valence,0.02476780185758514,,mistral,llm,
1011,1,mood,Angry,salience,0.0,,mistral,llm,
1012,0,sentiment,positive,valence,0.15891391286045042,,granite,llm,
1013,0,sentiment,positive,salience,0.0,,granite,llm,
1014,1,sentiment,positive,valence,0.14362582781456953,,granite,llm,
1015,1,sentiment,positive,salience,0.0,,granite,llm,
1016,0,sentiment,negative,valence,0.12372293560783579,,granite,llm,
1017,0,sentiment,negative,salience,0.0,,granite,llm,
1018,1,sentiment,negative,valence,0.07974613686534217,,granite,llm,
1019,1,sentiment,negative,salience,0.0,,granite,llm,
1020,0,emotion,Sadness,valence,0.15631163708086784,,granite,llm,
1021,0,emotion,Sadness,salience,0.0,,granite,llm,
1022,1,emotion,Sadness,valence,0.1099375900144023,,granite,llm,
1023,1,emotion,Sadness,salience,0.0,,granite,llm,
1024,0,emotion,Affection,valence,0.18251480320445837,,granite,llm,
1025,0,emotion,Affection,salience,0.0,,granite,llm,
1026,1,emotion,Affection,valence,0.17537826685006877,,granite,llm,
1027,1,emotion,Affection,salience,0.0,,granite,llm,
1028,0,emotion,Fear,valence,0.148716870004207,,granite,llm,
1029,0,emotion,Fear,salience,0.0,,granite,llm,
1030,1,emotion,Fear,valence,0.09855670103092784,,granite,llm,
1031,1,emotion,Fear,salience,0.0,,granite,llm,
1032,0,emotion,Anger,valence,0.07615127347568819,,granite,llm,
1033,0,emotion,Anger,salience,0.0,,granite,llm,
1034,1,emotion,Anger,valence,0.04061944656004062,,granite,llm,
1035,1,emotion,Anger,salience,0.0,,granite,llm,
1036,0,emotion,Happiness,valence,0.12287234042553191,,granite,llm,
1037,0,emotion,Happiness,salience,0.0,,granite,llm,
1038,1,emotion,Happiness,valence,0.09563409563409564,,granite,llm,
1039,1,emotion,Happiness,salience,0.0,,granite,llm,
1040,0,mood,Sad,valence,0.10648596321393998,,granite,llm,
1041,0,mood,Sad,salience,0.0,,granite,llm,
1042,1,mood,Sad,valence,0.058931860036832415,,granite,llm,
1043,1,mood,Sad,salience,0.0,,granite,llm,
1044,0,mood,Supportive,valence,0.20863309352517986,,granite,llm,
1045,0,mood,Supportive,salience,0.0,,granite,llm,
1046,1,mood,Supportive,valence,0.2024793388429752,,granite,llm,
1047,1,mood,Supportive,salience,0.0,,granite,llm,
1048,0,mood,Loving,valence,0.14779874213836477,,granite,llm,
1049,0,mood,Loving,salience,0.0,,granite,llm,
1050,1,mood,Loving,valence,0.13496932515337423,,granite,llm,
1051,1,mood,Loving,salience,0.0,,granite,llm,
1052,0,mood,Afraid,valence,0.09449636552440291,,granite,llm,
1053,0,mood,Afraid,salience,0.0,,granite,llm,
1054,1,mood,Afraid,valence,0.05918367346938776,,granite,llm,
1055,1,mood,Afraid,salience,0.0,,granite,llm,
1056,0,mood,Lonely,valence,0.20804020100502513,,granite,llm,
1057,0,mood,Lonely,salience,0.0,,granite,llm,
1058,1,mood,Lonely,valence,0.16549648946840523,,granite,llm,
1059,1,mood,Lonely,salience,0.0,,granite,llm,
1060,0,mood,Frustrated,valence,0.07476635514018691,,granite,llm,
1061,0,mood,Frustrated,salience,0.0,,granite,llm,
1062,1,mood,Frustrated,valence,0.04536290322580645,,granite,llm,
1063,1,mood,Frustrated,salience,0.0,,granite,llm,
1064,0,mood,Caring,valence,0.1906779661016949,,granite,llm,
1065,0,mood,Caring,salience,0.0,,granite,llm,
1066,1,mood,Caring,valence,0.1891891891891892,,granite,llm,
1067,1,mood,Caring,salience,0.0,,granite,llm,
1068,0,mood,Nervous,valence,0.23076923076923078,,granite,llm,
1069,0,mood,Nervous,salience,0.0,,granite,llm,
1070,1,mood,Nervous,valence,0.15734989648033126,,granite,llm,
1071,1,mood,Nervous,salience,0.0,,granite,llm,
1072,0,mood,Furious,valence,0.08154943934760449,,granite,llm,
1073,0,mood,Furious,salience,0.0,,granite,llm,
1074,1,mood,Furious,valence,0.029561671763506627,,granite,llm,
1075,1,mood,Furious,salience,0.0,,granite,llm,
1076,0,mood,Stressed,valence,0.12330198537095088,,granite,llm,
1077,0,mood,Stressed,salience,0.0,,granite,llm,
1078,1,mood,Stressed,valence,0.07415036045314109,,granite,llm,
1079,1,mood,Stressed,salience,0.0,,granite,llm,
1080,0,mood,Anxious,valence,0.16012725344644752,,granite,llm,
1081,0,mood,Anxious,salience,0.0,,granite,llm,
1082,1,mood,Anxious,valence,0.09938524590163934,,granite,llm,
1083,1,mood,Anxious,salience,0.0,,granite,llm,
1084,0,mood,Worried,valence,0.13717277486910995,,granite,llm,
1085,0,mood,Worried,salience,0.0,,granite,llm,
1086,1,mood,Worried,valence,0.10344827586206896,,granite,llm,
1087,1,mood,Worried,salience,0.0,,granite,llm,
1088,0,mood,Happy,valence,0.11064718162839249,,granite,llm,
1089,0,mood,Happy,salience,0.0,,granite,llm,
1090,1,mood,Happy,valence,0.08996897621509824,,granite,llm,
1091,1,mood,Happy,salience,0.0,,granite,llm,
1092,0,mood,Annoyed,valence,0.08127572016460906,,granite,llm,
1093,0,mood,Annoyed,salience,0.0,,granite,llm,
1094,1,mood,Annoyed,valence,0.06020408163265306,,granite,llm,
1095,1,mood,Annoyed,salience,0.0,,granite,llm,
1096,0,mood,Excited,valence,0.13557483731019523,,granite,llm,
1097,0,mood,Excited,salience,0.0,,granite,llm,
1098,1,mood,Excited,valence,0.1013584117032393,,granite,llm,
1099,1,mood,Excited,salience,0.0,,granite,llm,
1100,0,mood,Angry,valence,0.06694129763130793,,granite,llm,
1101,0,mood,Angry,salience,0.0,,granite,llm,
1102,1,mood,Angry,valence,0.02738336713995943,,granite,llm,
1103,1,mood,Angry,salience,0.0,,granite,llm,
1104,0,sentiment,positive,valence,0.2392742676138174,1.9589058749266058e-166,pysentimiento_emo,ml,True
1105,0,sentiment,positive,salience,0.6892861244019138,,pysentimiento_emo,ml,
1106,1,sentiment,positive,valence,0.17931146476128612,1.9589058749266058e-166,pysentimiento_emo,ml,True
1107,1,sentiment,positive,salience,0.5819343951292685,,pysentimiento_emo,ml,
1108,0,sentiment,negative,valence,0.05401768451444923,3.4988954787775084e-227,pysentimiento_emo,ml,True
1109,0,sentiment,negative,salience,0.5989034651463249,,pysentimiento_emo,ml,
1110,1,sentiment,negative,valence,0.03650725923013513,3.4988954787775084e-227,pysentimiento_emo,ml,True
1111,1,sentiment,negative,salience,0.513195676612805,,pysentimiento_emo,ml,
1112,0,emotion,Sadness,valence,0.05986284927689506,1.5891959721186147e-151,pysentimiento_emo,ml,True
1113,0,emotion,Sadness,salience,0.6167451377578255,,pysentimiento_emo,ml,
1114,1,emotion,Sadness,valence,0.04008073566898376,1.5891959721186147e-151,pysentimiento_emo,ml,True
1115,1,emotion,Sadness,salience,0.5293304638826739,,pysentimiento_emo,ml,
1116,0,emotion,Affection,valence,0.30699456322713314,2.7785062458040694e-51,pysentimiento_emo,ml,True
1117,0,emotion,Affection,salience,0.7371603790719788,,pysentimiento_emo,ml,
1118,1,emotion,Affection,valence,0.25944776689146204,2.7785062458040694e-51,pysentimiento_emo,ml,True
1119,1,emotion,Affection,salience,0.6678018988184706,,pysentimiento_emo,ml,
1120,0,emotion,Fear,valence,0.05651320096006982,4.109328041169418e-49,pysentimiento_emo,ml,True
1121,0,emotion,Fear,salience,0.5912618514212252,,pysentimiento_emo,ml,
1122,1,emotion,Fear,valence,0.040284425372723774,4.109328041169418e-49,pysentimiento_emo,ml,True
1123,1,emotion,Fear,salience,0.5014272189771896,,pysentimiento_emo,ml,
1124,0,emotion,Anger,valence,0.0260470572000276,3.270473612107583e-18,pysentimiento_emo,ml,True
1125,0,emotion,Anger,salience,0.5247306397306397,,pysentimiento_emo,ml,
1126,1,emotion,Anger,valence,0.017557199142876893,3.270473612107583e-18,pysentimiento_emo,ml,True
1127,1,emotion,Anger,salience,0.4820712776036732,,pysentimiento_emo,ml,
1128,0,emotion,Happiness,valence,0.10462641424890781,0.0007721733003737224,pysentimiento_emo,ml,False
1129,0,emotion,Happiness,salience,0.568272658528681,,pysentimiento_emo,ml,
1130,1,emotion,Happiness,valence,0.09574044585987261,0.0007721733003737224,pysentimiento_emo,ml,False
1131,1,emotion,Happiness,salience,0.46349560425141056,,pysentimiento_emo,ml,
1132,0,mood,Sad,valence,0.05308253397282174,1.9296205124195417e-85,pysentimiento_emo,ml,True
1133,0,mood,Sad,salience,0.5676024045535949,,pysentimiento_emo,ml,
1134,1,mood,Sad,valence,0.03631119873171131,1.9296205124195417e-85,pysentimiento_emo,ml,True
1135,1,mood,Sad,salience,0.49693854803196735,,pysentimiento_emo,ml,
1136,0,mood,Supportive,valence,0.3759243814289686,1.0175473291440395e-26,pysentimiento_emo,ml,True
1137,0,mood,Supportive,salience,0.7935929971679724,,pysentimiento_emo,ml,
1138,1,mood,Supportive,valence,0.32340361294218284,1.0175473291440395e-26,pysentimiento_emo,ml,True
1139,1,mood,Supportive,salience,0.7408998940167646,,pysentimiento_emo,ml,
1140,0,mood,Loving,valence,0.18316247845414135,0.8660373525874739,pysentimiento_emo,ml,False
1141,0,mood,Loving,salience,0.597910061179833,,pysentimiento_emo,ml,
1142,1,mood,Loving,valence,0.18402527576076713,0.8660373525874739,pysentimiento_emo,ml,False
1143,1,mood,Loving,salience,0.5394506319609561,,pysentimiento_emo,ml,
1144,0,mood,Afraid,valence,0.029069767441860465,9.03473987984492e-16,pysentimiento_emo,ml,True
1145,0,mood,Afraid,salience,0.5047615069751901,,pysentimiento_emo,ml,
1146,1,mood,Afraid,valence,0.01717382242601084,9.03473987984492e-16,pysentimiento_emo,ml,True
1147,1,mood,Afraid,salience,0.4139490952475641,,pysentimiento_emo,ml,
1148,0,mood,Lonely,valence,0.07375559820857326,1.2015898553597074e-48,pysentimiento_emo,ml,True
1149,0,mood,Lonely,salience,0.6904411638926428,,pysentimiento_emo,ml,
1150,1,mood,Lonely,valence,0.05101192596739444,1.2015898553597074e-48,pysentimiento_emo,ml,True
1151,1,mood,Lonely,salience,0.6043511471977819,,pysentimiento_emo,ml,
1152,0,mood,Frustrated,valence,0.02982419422352449,0.0004942182551904328,pysentimiento_emo,ml,False
1153,0,mood,Frustrated,salience,0.5716991591980043,,pysentimiento_emo,ml,
1154,1,mood,Frustrated,valence,0.023193685488767456,0.0004942182551904328,pysentimiento_emo,ml,False
1155,1,mood,Frustrated,salience,0.5359141521952345,,pysentimiento_emo,ml,
1156,0,mood,Caring,valence,0.3262979510090895,1.0219857428789764e-14,pysentimiento_emo,ml,True
1157,0,mood,Caring,salience,0.7401046000237728,,pysentimiento_emo,ml,
1158,1,mood,Caring,valence,0.26915584415584415,1.0219857428789764e-14,pysentimiento_emo,ml,True
1159,1,mood,Caring,salience,0.6823463003904229,,pysentimiento_emo,ml,
1160,0,mood,Nervous,valence,0.10098757566103855,6.119174984815941e-07,pysentimiento_emo,ml,True
1161,0,mood,Nervous,salience,0.6642474717430101,,pysentimiento_emo,ml,
1162,1,mood,Nervous,valence,0.08050551223447164,6.119174984815941e-07,pysentimiento_emo,ml,True
1163,1,mood,Nervous,salience,0.5613422956539587,,pysentimiento_emo,ml,
1164,0,mood,Furious,valence,0.04348925410872313,8.858665349999633e-28,pysentimiento_emo,ml,True
1165,0,mood,Furious,salience,0.5131900656286192,,pysentimiento_emo,ml,
1166,1,mood,Furious,valence,0.012287334593572778,8.858665349999633e-28,pysentimiento_emo,ml,True
1167,1,mood,Furious,salience,0.38763551128039847,,pysentimiento_emo,ml,
1168,0,mood,Stressed,valence,0.05883448147458574,2.8839124424437586e-08,pysentimiento_emo,ml,True
1169,0,mood,Stressed,salience,0.6330841257167743,,pysentimiento_emo,ml,
1170,1,mood,Stressed,valence,0.04111866229892925,2.8839124424437586e-08,pysentimiento_emo,ml,True
1171,1,mood,Stressed,salience,0.578300040854065,,pysentimiento_emo,ml,
1172,0,mood,Anxious,valence,0.05986753263455726,1.390193945279693e-19,pysentimiento_emo,ml,True
1173,0,mood,Anxious,salience,0.5808846716165468,,pysentimiento_emo,ml,
1174,1,mood,Anxious,valence,0.04250687231334059,1.390193945279693e-19,pysentimiento_emo,ml,True
1175,1,mood,Anxious,salience,0.4864993222451988,,pysentimiento_emo,ml,
1176,0,mood,Worried,valence,0.05515736989716422,1.0321608408567286e-09,pysentimiento_emo,ml,True
1177,0,mood,Worried,salience,0.629724613787629,,pysentimiento_emo,ml,
1178,1,mood,Worried,valence,0.03695920889987639,1.0321608408567286e-09,pysentimiento_emo,ml,True
1179,1,mood,Worried,salience,0.5280041195892528,,pysentimiento_emo,ml,
1180,0,mood,Happy,valence,0.1000921800583807,0.10418052789794344,pysentimiento_emo,ml,False
1181,0,mood,Happy,salience,0.5166879821774826,,pysentimiento_emo,ml,
1182,1,mood,Happy,valence,0.09509892743373177,0.10418052789794344,pysentimiento_emo,ml,False
1183,1,mood,Happy,salience,0.44566384989974217,,pysentimiento_emo,ml,
1184,0,mood,Annoyed,valence,0.019693178109019695,0.18115839668471562,pysentimiento_emo,ml,False
1185,0,mood,Annoyed,salience,0.5057868465800011,,pysentimiento_emo,ml,
1186,1,mood,Annoyed,valence,0.017446978791516608,0.18115839668471562,pysentimiento_emo,ml,False
1187,1,mood,Annoyed,salience,0.47978813559322037,,pysentimiento_emo,ml,
1188,0,mood,Excited,valence,0.11683209263854426,0.0003133893173862365,pysentimiento_emo,ml,False
