,sex,level,level_value,error_type,error_value,p_value,model,model_type,significance
409,0,mood,Afraid,salience,0.27568065237406286,,pysentimiento_senti,ml,
410,1,mood,Afraid,valence,0.05684361844131841,1.3902730025915923e-33,pysentimiento_senti,ml,True
411,1,mood,Afraid,salience,0.21084917007457302,,pysentimiento_senti,ml,
412,0,mood,Lonely,valence,0.19866088183633335,2.8170273805409275e-82,pysentimiento_senti,ml,True
413,0,mood,Lonely,salience,0.4991132339279514,,pysentimiento_senti,ml,
414,1,mood,Lonely,valence,0.16142629790528626,2.8170273805409275e-82,pysentimiento_senti,ml,True
415,1,mood,Lonely,salience,0.39726239150429343,,pysentimiento_senti,ml,
416,0,mood,Frustrated,valence,0.05993121722952021,0.05651354406814252,pysentimiento_senti,ml,False
417,0,mood,Frustrated,salience,0.20097757331799884,,pysentimiento_senti,ml,
418,1,mood,Frustrated,valence,0.05595815027854523,0.05651354406814252,pysentimiento_senti,ml,False
419,1,mood,Frustrated,salience,0.16794075966547575,,pysentimiento_senti,ml,
420,0,mood,Caring,valence,0.17603458925262508,1.1386733778191476e-26,pysentimiento_senti,ml,True
421,0,mood,Caring,salience,0.4490530414773733,,pysentimiento_senti,ml,
422,1,mood,Caring,valence,0.12873759610961424,1.1386733778191476e-26,pysentimiento_senti,ml,True
423,1,mood,Caring,salience,0.39147197870289624,,pysentimiento_senti,ml,
424,0,mood,Nervous,valence,0.20390188464816744,3.093856362506884e-10,pysentimiento_senti,ml,True
425,0,mood,Nervous,salience,0.4502648616833431,,pysentimiento_senti,ml,
426,1,mood,Nervous,valence,0.17585836512463424,3.093856362506884e-10,pysentimiento_senti,ml,True
427,1,mood,Nervous,salience,0.37719371903602317,,pysentimiento_senti,ml,
428,0,mood,Furious,valence,0.07452229299363057,8.541983814628482e-57,pysentimiento_senti,ml,True
429,0,mood,Furious,salience,0.22247491638795985,,pysentimiento_senti,ml,
430,1,mood,Furious,valence,0.02522898923348867,8.541983814628482e-57,pysentimiento_senti,ml,True
431,1,mood,Furious,salience,0.0974557357536081,,pysentimiento_senti,ml,
432,0,mood,Stressed,valence,0.0955713190184049,3.351579802632067e-16,pysentimiento_senti,ml,True
433,0,mood,Stressed,salience,0.2795510079413561,,pysentimiento_senti,ml,
434,1,mood,Stressed,valence,0.071464842184034,3.351579802632067e-16,pysentimiento_senti,ml,True
435,1,mood,Stressed,salience,0.22229932399158348,,pysentimiento_senti,ml,
436,0,mood,Anxious,valence,0.12790267559903004,2.8227364745055963e-43,pysentimiento_senti,ml,True
437,0,mood,Anxious,salience,0.35114060302122196,,pysentimiento_senti,ml,
438,1,mood,Anxious,valence,0.09695621783059033,2.8227364745055963e-43,pysentimiento_senti,ml,True
439,1,mood,Anxious,salience,0.2578542780748663,,pysentimiento_senti,ml,
440,0,mood,Worried,valence,0.12955578224983771,1.4789003292690578e-15,pysentimiento_senti,ml,True
441,0,mood,Worried,salience,0.3878961784270249,,pysentimiento_senti,ml,
442,1,mood,Worried,valence,0.10055466845953441,1.4789003292690578e-15,pysentimiento_senti,ml,True
443,1,mood,Worried,salience,0.314337881991159,,pysentimiento_senti,ml,
444,0,mood,Happy,valence,0.10163359280780616,8.91002967778699e-23,pysentimiento_senti,ml,True
445,0,mood,Happy,salience,0.3081729145558933,,pysentimiento_senti,ml,
446,1,mood,Happy,valence,0.07764426251155421,8.91002967778699e-23,pysentimiento_senti,ml,True
447,1,mood,Happy,salience,0.24597891403691843,,pysentimiento_senti,ml,
448,0,mood,Annoyed,valence,0.044244322631166795,0.011587914318873491,pysentimiento_senti,ml,False
449,0,mood,Annoyed,salience,0.17412879215067104,,pysentimiento_senti,ml,
450,1,mood,Annoyed,valence,0.03947496353913466,0.011587914318873491,pysentimiento_senti,ml,False
451,1,mood,Annoyed,salience,0.141180561592628,,pysentimiento_senti,ml,
452,0,mood,Excited,valence,0.11729398524446667,4.468140895295545e-35,pysentimiento_senti,ml,True
453,0,mood,Excited,salience,0.43145940721649484,,pysentimiento_senti,ml,
454,1,mood,Excited,valence,0.06958812568270899,4.468140895295545e-35,pysentimiento_senti,ml,True
455,1,mood,Excited,salience,0.2883121989580261,,pysentimiento_senti,ml,
456,0,mood,Angry,valence,0.03511345852895149,1.1878619289806126e-09,pysentimiento_senti,ml,True
457,0,mood,Angry,salience,0.1429192006950478,,pysentimiento_senti,ml,
458,1,mood,Angry,valence,0.02325895875591616,1.1878619289806126e-09,pysentimiento_senti,ml,True
459,1,mood,Angry,salience,0.097125,,pysentimiento_senti,ml,
460,0,sentiment,positive,valence,0.5499308437067774,3.4152823584148632e-12,hartmann,ml,True
461,0,sentiment,positive,salience,0.6360993066428092,,hartmann,ml,
462,1,sentiment,positive,valence,0.48196114708603144,3.4152823584148632e-12,hartmann,ml,True
463,1,sentiment,positive,salience,0.5631825273010921,,hartmann,ml,
464,0,sentiment,negative,valence,0.06353229762878168,6.012466274155259e-06,hartmann,ml,True
465,0,sentiment,negative,salience,0.25143790849673203,,hartmann,ml,
466,1,sentiment,negative,valence,0.05304354897735128,6.012466274155259e-06,hartmann,ml,True
467,1,sentiment,negative,salience,0.2055502490277683,,hartmann,ml,
468,0,emotion,Sadness,valence,0.06966839062975358,0.022329812444928293,hartmann,ml,False
469,0,emotion,Sadness,salience,0.27397910731244063,,hartmann,ml,
470,1,emotion,Sadness,valence,0.061813932134062353,0.022329812444928293,hartmann,ml,False
471,1,emotion,Sadness,salience,0.21742157852592,,hartmann,ml,
472,0,emotion,Affection,valence,0.6186701893439014,0.0010252909344684908,hartmann,ml,False
473,0,emotion,Affection,salience,0.6748028539241457,,hartmann,ml,
474,1,emotion,Affection,valence,0.5777692749186915,0.0010252909344684908,hartmann,ml,False
475,1,emotion,Affection,salience,0.6311215109476851,,hartmann,ml,
476,0,emotion,Fear,valence,0.06142146826557473,0.00027244060357521367,hartmann,ml,False
477,0,emotion,Fear,salience,0.23903248755039128,,hartmann,ml,
478,1,emotion,Fear,valence,0.04647212279318085,0.00027244060357521367,hartmann,ml,False
479,1,emotion,Fear,salience,0.19929695858169036,,hartmann,ml,
480,0,emotion,Anger,valence,0.048725972284309346,0.1422139877743391,hartmann,ml,False
481,0,emotion,Anger,salience,0.19969913501316283,,hartmann,ml,
482,1,emotion,Anger,valence,0.04139981701738335,0.1422139877743391,hartmann,ml,False
483,1,emotion,Anger,salience,0.18431296224211755,,hartmann,ml,
484,0,emotion,Happiness,valence,0.4337797619047619,3.525057493994434e-05,hartmann,ml,True
485,0,emotion,Happiness,salience,0.5790929203539823,,hartmann,ml,
486,1,emotion,Happiness,valence,0.37072412261217236,3.525057493994434e-05,hartmann,ml,True
487,1,emotion,Happiness,salience,0.49000900090009003,,hartmann,ml,
488,0,mood,Sad,valence,0.06158218853623875,0.08242805284437237,hartmann,ml,False
489,0,mood,Sad,salience,0.24662483361855866,,hartmann,ml,
490,1,mood,Sad,valence,0.05454323846669511,0.08242805284437237,hartmann,ml,False
491,1,mood,Sad,salience,0.20273395344056735,,hartmann,ml,
492,0,mood,Supportive,valence,0.6566878980891719,0.2060300582484221,hartmann,ml,False
493,0,mood,Supportive,salience,0.7217346411977285,,hartmann,ml,
494,1,mood,Supportive,valence,0.6375353662370323,0.2060300582484221,hartmann,ml,False
495,1,mood,Supportive,salience,0.6998958875585632,,hartmann,ml,
496,0,mood,Loving,valence,0.5095541401273885,0.022026958383180677,hartmann,ml,False
497,0,mood,Loving,salience,0.49563318777292575,,hartmann,ml,
498,1,mood,Loving,valence,0.4475330090340514,0.022026958383180677,hartmann,ml,False
499,1,mood,Loving,salience,0.44053483462350457,,hartmann,ml,
500,0,mood,Afraid,valence,0.04271844660194175,0.7843646323887957,hartmann,ml,False
501,0,mood,Afraid,salience,0.19312602291325695,,hartmann,ml,
502,1,mood,Afraid,valence,0.03899926416482708,0.7843646323887957,hartmann,ml,False
503,1,mood,Afraid,salience,0.14248194353250165,,hartmann,ml,
504,0,mood,Lonely,valence,0.08418367346938775,0.3239678634629551,hartmann,ml,False
505,0,mood,Lonely,salience,0.3194312796208531,,hartmann,ml,
506,1,mood,Lonely,valence,0.0776158940397351,0.3239678634629551,hartmann,ml,False
507,1,mood,Lonely,salience,0.24827288428324698,,hartmann,ml,
508,0,mood,Frustrated,valence,0.04767879548306148,0.902381958790038,hartmann,ml,False
509,0,mood,Frustrated,salience,0.20523560209424083,,hartmann,ml,
510,1,mood,Frustrated,valence,0.045882710422364026,0.902381958790038,hartmann,ml,False
511,1,mood,Frustrated,salience,0.1987751977545292,,hartmann,ml,
512,0,mood,Caring,valence,0.5826086956521739,0.869237115904796,hartmann,ml,False
513,0,mood,Caring,salience,0.6417910447761194,,hartmann,ml,
514,1,mood,Caring,valence,0.5733113673805601,0.869237115904796,hartmann,ml,False
515,1,mood,Caring,salience,0.6402777777777777,,hartmann,ml,
516,0,mood,Nervous,valence,0.09836065573770492,0.025725608415570474,hartmann,ml,False
517,0,mood,Nervous,salience,0.2703150912106136,,hartmann,ml,
518,1,mood,Nervous,valence,0.06797445255474452,0.025725608415570474,hartmann,ml,False
519,1,mood,Nervous,salience,0.24889705882352942,,hartmann,ml,
520,0,mood,Furious,valence,0.03636363636363636,0.5824168171989841,hartmann,ml,False
521,0,mood,Furious,salience,0.16535433070866143,,hartmann,ml,
522,1,mood,Furious,valence,0.028466483011937556,0.5824168171989841,hartmann,ml,False
523,1,mood,Furious,salience,0.1426256077795786,,hartmann,ml,
524,0,mood,Stressed,valence,0.04604604604604605,0.9826055125235722,hartmann,ml,False
525,0,mood,Stressed,salience,0.22330888345558272,,hartmann,ml,
526,1,mood,Stressed,valence,0.04528222409435552,0.9826055125235722,hartmann,ml,False
527,1,mood,Stressed,salience,0.20640756302521007,,hartmann,ml,
528,0,mood,Anxious,valence,0.07399794450154162,0.0004391585450988089,hartmann,ml,False
529,0,mood,Anxious,salience,0.2535211267605634,,hartmann,ml,
530,1,mood,Anxious,valence,0.04626407369498465,0.0004391585450988089,hartmann,ml,False
531,1,mood,Anxious,salience,0.20399794976934904,,hartmann,ml,
532,0,mood,Worried,valence,0.04954954954954955,0.23309919844578403,hartmann,ml,False
533,0,mood,Worried,salience,0.2583479789103691,,hartmann,ml,
534,1,mood,Worried,valence,0.03608247422680412,0.23309919844578403,hartmann,ml,False
535,1,mood,Worried,salience,0.18624891209747607,,hartmann,ml,
536,0,mood,Happy,valence,0.43996494303242767,8.55032807720738e-05,hartmann,ml,False
537,0,mood,Happy,salience,0.581532416502947,,hartmann,ml,
538,1,mood,Happy,valence,0.3743448275862069,8.55032807720738e-05,hartmann,ml,False
539,1,mood,Happy,salience,0.4903370786516854,,hartmann,ml,
540,0,mood,Annoyed,valence,0.07942973523421588,0.05780136639095739,hartmann,ml,False
541,0,mood,Annoyed,salience,0.2602291325695581,,hartmann,ml,
542,1,mood,Annoyed,valence,0.05529225908372828,0.05780136639095739,hartmann,ml,False
543,1,mood,Annoyed,salience,0.2186411149825784,,hartmann,ml,
544,0,mood,Excited,valence,0.39901477832512317,0.28309002054237664,hartmann,ml,False
545,0,mood,Excited,salience,0.5658362989323843,,hartmann,ml,
546,1,mood,Excited,valence,0.3557582668187001,0.28309002054237664,hartmann,ml,False
547,1,mood,Excited,salience,0.48868778280542985,,hartmann,ml,
548,0,mood,Angry,valence,0.03231017770597738,0.9104564853050672,hartmann,ml,False
549,0,mood,Angry,salience,0.15870786516853932,,hartmann,ml,
550,1,mood,Angry,valence,0.030425963488843813,0.9104564853050672,hartmann,ml,False
551,1,mood,Angry,salience,0.1545808277325787,,hartmann,ml,
552,0,sentiment,positive,valence,0.2530981721307474,0.0,leia,ml,True
553,0,sentiment,positive,salience,0.0,,leia,ml,
554,1,sentiment,positive,valence,0.1813422540691593,0.0,leia,ml,True
555,1,sentiment,positive,salience,0.0,,leia,ml,
556,0,sentiment,negative,valence,0.08744694583238943,0.0,leia,ml,True
557,0,sentiment,negative,salience,0.0,,leia,ml,
558,1,sentiment,negative,valence,0.052385311543431665,0.0,leia,ml,True
559,1,sentiment,negative,salience,0.0,,leia,ml,
560,0,emotion,Sadness,valence,0.09361555727761002,0.0,leia,ml,True
561,0,emotion,Sadness,salience,0.0,,leia,ml,
562,1,emotion,Sadness,valence,0.057825256609512175,0.0,leia,ml,True
563,1,emotion,Sadness,salience,0.0,,leia,ml,
564,0,emotion,Affection,valence,0.26224221254605484,4.091160568218094e-284,leia,ml,True
565,0,emotion,Affection,salience,0.0,,leia,ml,
566,1,emotion,Affection,valence,0.1979344195241666,4.091160568218094e-284,leia,ml,True
567,1,emotion,Affection,salience,0.0,,leia,ml,
568,0,emotion,Fear,valence,0.08820897037248913,0.0,leia,ml,True
569,0,emotion,Fear,salience,0.0,,leia,ml,
570,1,emotion,Fear,valence,0.05422485679192926,0.0,leia,ml,True
571,1,emotion,Fear,salience,0.0,,leia,ml,
572,0,emotion,Anger,valence,0.05537361815310448,8.762027132643095e-167,leia,ml,True
573,0,emotion,Anger,salience,0.0,,leia,ml,
574,1,emotion,Anger,valence,0.02980935875216638,8.762027132643095e-167,leia,ml,True
575,1,emotion,Anger,salience,0.0,,leia,ml,
576,0,emotion,Happiness,valence,0.22853249691484986,2.198932643231245e-198,leia,ml,True
577,0,emotion,Happiness,salience,0.0,,leia,ml,
578,1,emotion,Happiness,valence,0.15716609344541155,2.198932643231245e-198,leia,ml,True
579,1,emotion,Happiness,salience,0.0,,leia,ml,
580,0,mood,Sad,valence,0.07985121168923735,0.0,leia,ml,True
581,0,mood,Sad,salience,0.0,,leia,ml,
582,1,mood,Sad,valence,0.04786523049996104,0.0,leia,ml,True
583,1,mood,Sad,salience,0.0,,leia,ml,
584,0,mood,Supportive,valence,0.28327254289406106,2.0395842715061636e-143,leia,ml,True
585,0,mood,Supportive,salience,0.0,,leia,ml,
586,1,mood,Supportive,valence,0.2191797263468331,2.0395842715061636e-143,leia,ml,True
587,1,mood,Supportive,salience,0.0,,leia,ml,
588,0,mood,Loving,valence,0.20022939537932163,7.987360317056136e-40,leia,ml,True
589,0,mood,Loving,salience,0.0,,leia,ml,
590,1,mood,Loving,valence,0.15837206665910894,7.987360317056136e-40,leia,ml,True
591,1,mood,Loving,salience,0.0,,leia,ml,
592,0,mood,Afraid,valence,0.05881384533069926,5.227097659223164e-95,leia,ml,True
593,0,mood,Afraid,salience,0.0,,leia,ml,
594,1,mood,Afraid,valence,0.028983367778761933,5.227097659223164e-95,leia,ml,True
595,1,mood,Afraid,salience,0.0,,leia,ml,
596,0,mood,Lonely,valence,0.11424874791318865,4.495669754997826e-185,leia,ml,True
597,0,mood,Lonely,salience,0.0,,leia,ml,
598,1,mood,Lonely,valence,0.08084074933342568,4.495669754997826e-185,leia,ml,True
599,1,mood,Lonely,salience,0.0,,leia,ml,
600,0,mood,Frustrated,valence,0.04897177511285395,2.470241752071534e-17,leia,ml,True
601,0,mood,Frustrated,salience,0.0,,leia,ml,
602,1,mood,Frustrated,valence,0.03566537320246519,2.470241752071534e-17,leia,ml,True
603,1,mood,Frustrated,salience,0.0,,leia,ml,
604,0,mood,Caring,valence,0.27428209459459457,8.658532745798875e-64,leia,ml,True
605,0,mood,Caring,salience,0.0,,leia,ml,
606,1,mood,Caring,valence,0.20453971195148657,8.658532745798875e-64,leia,ml,True
607,1,mood,Caring,salience,0.0,,leia,ml,
608,0,mood,Nervous,valence,0.1349461132767714,8.654941845627371e-56,leia,ml,True
609,0,mood,Nervous,salience,0.0,,leia,ml,
610,1,mood,Nervous,valence,0.09131562693020383,8.654941845627371e-56,leia,ml,True
611,1,mood,Nervous,salience,0.0,,leia,ml,
612,0,mood,Furious,valence,0.11607704897393932,2.468901881022032e-149,leia,ml,True
613,0,mood,Furious,salience,0.0,,leia,ml,
614,1,mood,Furious,valence,0.028496656004652517,2.468901881022032e-149,leia,ml,True
615,1,mood,Furious,salience,0.0,,leia,ml,
616,0,mood,Stressed,valence,0.06315191939260625,1.9902781889202957e-34,leia,ml,True
617,0,mood,Stressed,salience,0.0,,leia,ml,
618,1,mood,Stressed,valence,0.03890343837120892,1.9902781889202957e-34,leia,ml,True
619,1,mood,Stressed,salience,0.0,,leia,ml,
620,0,mood,Anxious,valence,0.09205897135198526,6.102983355865582e-103,leia,ml,True
621,0,mood,Anxious,salience,0.0,,leia,ml,
622,1,mood,Anxious,valence,0.05891286893095876,6.102983355865582e-103,leia,ml,True
623,1,mood,Anxious,salience,0.0,,leia,ml,
624,0,mood,Worried,valence,0.09503317195624889,1.3150341222805024e-39,leia,ml,True
625,0,mood,Worried,salience,0.0,,leia,ml,
626,1,mood,Worried,valence,0.06250929755139686,1.3150341222805024e-39,leia,ml,True
627,1,mood,Worried,salience,0.0,,leia,ml,
628,0,mood,Happy,valence,0.20550465899303108,1.1057349492000681e-86,leia,ml,True
629,0,mood,Happy,salience,0.0,,leia,ml,
630,1,mood,Happy,valence,0.15036372864151581,1.1057349492000681e-86,leia,ml,True
631,1,mood,Happy,salience,0.0,,leia,ml,
632,0,mood,Annoyed,valence,0.044210297631979145,7.143283449133457e-24,leia,ml,True
633,0,mood,Annoyed,salience,0.0,,leia,ml,
634,1,mood,Annoyed,valence,0.028570828784952557,7.143283449133457e-24,leia,ml,True
635,1,mood,Annoyed,salience,0.0,,leia,ml,
636,0,mood,Excited,valence,0.27257750486745547,1.447218937149226e-101,leia,ml,True
637,0,mood,Excited,salience,0.0,,leia,ml,
638,1,mood,Excited,valence,0.1759298147370386,1.447218937149226e-101,leia,ml,True
639,1,mood,Excited,salience,0.0,,leia,ml,
640,0,mood,Angry,valence,0.04389586317297161,6.551115833764464e-37,leia,ml,True
641,0,mood,Angry,salience,0.0,,leia,ml,
642,1,mood,Angry,valence,0.02039484418339044,6.551115833764464e-37,leia,ml,True
643,1,mood,Angry,salience,0.0,,leia,ml,
644,0,sentiment,positive,valence,0.20977484315453127,0.0,cardif,ml,True
645,0,sentiment,positive,salience,0.397880773275095,,cardif,ml,
646,1,sentiment,positive,valence,0.14690562076020244,0.0,cardif,ml,True
647,1,sentiment,positive,salience,0.2800093149004328,,cardif,ml,
648,0,sentiment,negative,valence,0.11659751984523287,0.0,cardif,ml,True
649,0,sentiment,negative,salience,0.27503717319783166,,cardif,ml,
650,1,sentiment,negative,valence,0.09141094159031964,0.0,cardif,ml,True
651,1,sentiment,negative,salience,0.18914674974258533,,cardif,ml,
652,0,emotion,Sadness,valence,0.13268412846322045,8.49898798993189e-168,cardif,ml,True
653,0,emotion,Sadness,salience,0.30524608215918203,,cardif,ml,
654,1,emotion,Sadness,valence,0.10882192775458341,8.49898798993189e-168,cardif,ml,True
655,1,emotion,Sadness,salience,0.21195103830349282,,cardif,ml,
656,0,emotion,Affection,valence,0.24229326988238484,1.0743483857177935e-143,cardif,ml,True
657,0,emotion,Affection,salience,0.43087573241635185,,cardif,ml,
658,1,emotion,Affection,valence,0.18799682989505032,1.0743483857177935e-143,cardif,ml,True
659,1,emotion,Affection,salience,0.3350574260541221,,cardif,ml,
660,0,emotion,Fear,valence,0.11363886141334213,1.171586778405672e-103,cardif,ml,True
661,0,emotion,Fear,salience,0.2673584124837241,,cardif,ml,
662,1,emotion,Fear,valence,0.08794464294099316,1.171586778405672e-103,cardif,ml,True
663,1,emotion,Fear,salience,0.19425955326939975,,cardif,ml,
664,0,emotion,Anger,valence,0.053945513872531034,4.126845245480444e-19,cardif,ml,True
665,0,emotion,Anger,salience,0.14577849061208836,,cardif,ml,
666,1,emotion,Anger,valence,0.04405180299455972,4.126845245480444e-19,cardif,ml,True
667,1,emotion,Anger,salience,0.10417324610872998,,cardif,ml,
668,0,emotion,Happiness,valence,0.13209583423267862,3.179267813006992e-65,cardif,ml,True
669,0,emotion,Happiness,salience,0.3150692709516239,,cardif,ml,
670,1,emotion,Happiness,valence,0.09451266191015709,3.179267813006992e-65,cardif,ml,True
671,1,emotion,Happiness,salience,0.20473065648280128,,cardif,ml,
672,0,mood,Sad,valence,0.11063817812141637,2.0745973489766386e-66,cardif,ml,True
673,0,mood,Sad,salience,0.22852103650721967,,cardif,ml,
674,1,mood,Sad,valence,0.09387328311918476,2.0745973489766386e-66,cardif,ml,True
675,1,mood,Sad,salience,0.16778652394997104,,cardif,ml,
676,0,mood,Supportive,valence,0.29753816531426214,4.2959453597666693e-67,cardif,ml,True
677,0,mood,Supportive,salience,0.4925082468900282,,cardif,ml,
678,1,mood,Supportive,valence,0.24146764302533186,4.2959453597666693e-67,cardif,ml,True
679,1,mood,Supportive,salience,0.4016125739946928,,cardif,ml,
680,0,mood,Loving,valence,0.12293014584932559,0.0006561770386190664,cardif,ml,False
681,0,mood,Loving,salience,0.27848443843031123,,cardif,ml,
682,1,mood,Loving,valence,0.11251535896085658,0.0006561770386190664,cardif,ml,False
683,1,mood,Loving,salience,0.2119455095233642,,cardif,ml,
684,0,mood,Afraid,valence,0.07648076531650723,1.4964465400138636e-31,cardif,ml,True
685,0,mood,Afraid,salience,0.20378169693779064,,cardif,ml,
686,1,mood,Afraid,valence,0.053296923635113715,1.4964465400138636e-31,cardif,ml,True
687,1,mood,Afraid,salience,0.14781263429308122,,cardif,ml,
688,0,mood,Lonely,valence,0.17466739908090945,4.60876560455761e-46,cardif,ml,True
689,0,mood,Lonely,salience,0.42300235100175154,,cardif,ml,
690,1,mood,Lonely,valence,0.14956765373653447,4.60876560455761e-46,cardif,ml,True
691,1,mood,Lonely,salience,0.3171882029880385,,cardif,ml,
692,0,mood,Frustrated,valence,0.05835246383001441,0.13209689519748952,cardif,ml,False
693,0,mood,Frustrated,salience,0.1535656013053076,,cardif,ml,
694,1,mood,Frustrated,valence,0.05531448702526207,0.13209689519748952,cardif,ml,False
695,1,mood,Frustrated,salience,0.120407224433466,,cardif,ml,
696,0,mood,Caring,valence,0.25656223539373413,1.5579131464623615e-36,cardif,ml,True
697,0,mood,Caring,salience,0.4482845293452306,,cardif,ml,
698,1,mood,Caring,valence,0.19317478013130188,1.5579131464623615e-36,cardif,ml,True
699,1,mood,Caring,salience,0.36844912008532504,,cardif,ml,
700,0,mood,Nervous,valence,0.18429890848026867,3.0054910107306526e-09,cardif,ml,True
701,0,mood,Nervous,salience,0.3629090432159486,,cardif,ml,
702,1,mood,Nervous,valence,0.1602858092389498,3.0054910107306526e-09,cardif,ml,True
703,1,mood,Nervous,salience,0.2912880062829575,,cardif,ml,
704,0,mood,Furious,valence,0.08617786621766417,4.604135644527552e-64,cardif,ml,True
705,0,mood,Furious,salience,0.1910569105691057,,cardif,ml,
706,1,mood,Furious,valence,0.030319778918278723,4.604135644527552e-64,cardif,ml,True
707,1,mood,Furious,salience,0.08158839365839067,,cardif,ml,
708,0,mood,Stressed,valence,0.09628647214854111,1.1584379093260411e-15,cardif,ml,True
709,0,mood,Stressed,salience,0.21401107351584128,,cardif,ml,
710,1,mood,Stressed,valence,0.07331772675200478,1.1584379093260411e-15,cardif,ml,True
711,1,mood,Stressed,salience,0.16201243131249438,,cardif,ml,
712,0,mood,Anxious,valence,0.11780300201627959,3.424710656772926e-40,cardif,ml,True
713,0,mood,Anxious,salience,0.27655470161364404,,cardif,ml,
714,1,mood,Anxious,valence,0.09028429348845937,3.424710656772926e-40,cardif,ml,True
715,1,mood,Anxious,salience,0.18927619545335772,,cardif,ml,
716,0,mood,Worried,valence,0.11146522840565498,2.9551061798625135e-12,cardif,ml,True
717,0,mood,Worried,salience,0.29244484935250864,,cardif,ml,
718,1,mood,Worried,valence,0.08891078602289093,2.9551061798625135e-12,cardif,ml,True
719,1,mood,Worried,salience,0.2310890772429234,,cardif,ml,
720,0,mood,Happy,valence,0.12738621586475943,7.957302379005833e-31,cardif,ml,True
721,0,mood,Happy,salience,0.27354609621963366,,cardif,ml,
722,1,mood,Happy,valence,0.09710398845717819,7.957302379005833e-31,cardif,ml,True
723,1,mood,Happy,salience,0.19476460964355963,,cardif,ml,
724,0,mood,Annoyed,valence,0.0458640971092479,0.2860136139950324,cardif,ml,False
725,0,mood,Annoyed,salience,0.1374512133039199,,cardif,ml,
726,1,mood,Annoyed,valence,0.04378451745764298,0.2860136139950324,cardif,ml,False
727,1,mood,Annoyed,salience,0.10715612367529771,,cardif,ml,
728,0,mood,Excited,valence,0.14265717951708853,3.848688527934489e-42,cardif,ml,True
729,0,mood,Excited,salience,0.3941142527409117,,cardif,ml,
730,1,mood,Excited,valence,0.08702898982082267,3.848688527934489e-42,cardif,ml,True
731,1,mood,Excited,salience,0.23188260630039564,,cardif,ml,
732,0,mood,Angry,valence,0.03839954489428273,8.837337018313053e-06,cardif,ml,True
733,0,mood,Angry,salience,0.1153175157013259,,cardif,ml,
734,1,mood,Angry,valence,0.029104378886096044,8.837337018313053e-06,cardif,ml,True
735,1,mood,Angry,salience,0.07708752515090543,,cardif,ml,
736,0,sentiment,positive,valence,0.16714111427409517,,llama8,llm,
737,0,sentiment,positive,salience,0.0,,llama8,llm,
738,1,sentiment,positive,valence,0.133912340941224,,llama8,llm,
739,1,sentiment,positive,salience,0.0,,llama8,llm,
740,0,sentiment,negative,valence,0.1296465848745651,,llama8,llm,
741,0,sentiment,negative,salience,0.0,,llama8,llm,
742,1,sentiment,negative,valence,0.08737071311921611,,llama8,llm,
743,1,sentiment,negative,salience,0.0,,llama8,llm,
744,0,emotion,Sadness,valence,0.16271186440677965,,llama8,llm,
745,0,emotion,Sadness,salience,0.0,,llama8,llm,
746,1,emotion,Sadness,valence,0.11296472831267874,,llama8,llm,
747,1,emotion,Sadness,salience,0.0,,llama8,llm,
748,0,emotion,Affection,valence,0.18541033434650456,,llama8,llm,
749,0,emotion,Affection,salience,0.0,,llama8,llm,
750,1,emotion,Affection,valence,0.15449628127112913,,llama8,llm,
751,1,emotion,Affection,salience,0.0,,llama8,llm,
752,0,emotion,Fear,valence,0.15956796413287141,,llama8,llm,
753,0,emotion,Fear,salience,0.0,,llama8,llm,
754,1,emotion,Fear,valence,0.11052843888664785,,llama8,llm,
755,1,emotion,Fear,salience,0.0,,llama8,llm,
756,0,emotion,Anger,valence,0.07518987341772151,,llama8,llm,
757,0,emotion,Anger,salience,0.0,,llama8,llm,
758,1,emotion,Anger,valence,0.0448814926878467,,llama8,llm,
759,1,emotion,Anger,salience,0.0,,llama8,llm,
760,0,emotion,Happiness,valence,0.13949923352069493,,llama8,llm,
761,0,emotion,Happiness,salience,0.0,,llama8,llm,
762,1,emotion,Happiness,valence,0.10336176618163573,,llama8,llm,
763,1,emotion,Happiness,salience,0.0,,llama8,llm,
764,0,mood,Sad,valence,0.11058150619637751,,llama8,llm,
765,0,mood,Sad,salience,0.0,,llama8,llm,
766,1,mood,Sad,valence,0.06445672191528545,,llama8,llm,
767,1,mood,Sad,salience,0.0,,llama8,llm,
768,0,mood,Supportive,valence,0.1938061938061938,,llama8,llm,
769,0,mood,Supportive,salience,0.0,,llama8,llm,
770,1,mood,Supportive,valence,0.16396761133603238,,llama8,llm,
771,1,mood,Supportive,salience,0.0,,llama8,llm,
772,0,mood,Loving,valence,0.16122448979591836,,llama8,llm,
773,0,mood,Loving,salience,0.0,,llama8,llm,
774,1,mood,Loving,valence,0.13004032258064516,,llama8,llm,
775,1,mood,Loving,salience,0.0,,llama8,llm,
776,0,mood,Afraid,valence,0.0935910478128179,,llama8,llm,
777,0,mood,Afraid,salience,0.0,,llama8,llm,
778,1,mood,Afraid,valence,0.06572295247724974,,llama8,llm,
779,1,mood,Afraid,salience,0.0,,llama8,llm,
780,0,mood,Lonely,valence,0.21653543307086615,,llama8,llm,
781,0,mood,Lonely,salience,0.0,,llama8,llm,
782,1,mood,Lonely,valence,0.1650197628458498,,llama8,llm,
783,1,mood,Lonely,salience,0.0,,llama8,llm,
784,0,mood,Frustrated,valence,0.0751269035532995,,llama8,llm,
785,0,mood,Frustrated,salience,0.0,,llama8,llm,
